family,subgroup,workload,metric,value,windows,runs
agentic36,PHP,phpspreadsheet-3463,Branch-direction MPKI,2.64197,353,9
agentic36,PHP,phpspreadsheet-3463,BTB MPKI (BAClears),0.499879,353,9
agentic36,PHP,phpspreadsheet-3463,uop-cache (DSB) MPKI,43.2428,353,9
agentic36,PHP,phpspreadsheet-3463,DSB coverage (%),69.5466,352,9
agentic36,PHP,phpspreadsheet-3463,L1I MPKI (code-read),15.3006,353,9
agentic36,PHP,phpspreadsheet-3463,L1I stall (% cycles),6.51346,353,9
agentic36,PHP,phpspreadsheet-3463,L1D-load MPKI,6.00709,352,9
agentic36,PHP,phpspreadsheet-3463,L2-load MPKI,1.2105,352,9
agentic36,PHP,phpspreadsheet-3463,LLC MPKI,0.478497,352,9
agentic36,PHP,phpspreadsheet-3463,L1D miss rate (%),2.3556,352,9
agentic36,PHP,phpspreadsheet-3463,L2-load miss rate (%),20.1512,352,9
agentic36,PHP,phpspreadsheet-3463,LLC miss rate (%),39.5288,352,9
agentic36,PHP,phpspreadsheet-3463,DRAM read (GB/s),0.79216,363,9
agentic36,PHP,phpspreadsheet-3463,Context switches (/CPU-s),1888.1,363,9
agentic36,PHP,php-cs-fixer-8064,IPC,2.02142,6524,9
agentic36,PHP,php-cs-fixer-8064,Branch MPKI,2.80601,820,9
agentic36,PHP,php-cs-fixer-8064,Branch-direction MPKI,2.47187,810,9
agentic36,PHP,php-cs-fixer-8064,BTB MPKI (BAClears),0.523253,810,9
agentic36,PHP,php-cs-fixer-8064,uop-cache (DSB) MPKI,32.6089,810,9
agentic36,PHP,php-cs-fixer-8064,DSB coverage (%),75.0012,811,9
agentic36,PHP,php-cs-fixer-8064,L1I MPKI (code-read),10.1456,809,9
agentic36,PHP,php-cs-fixer-8064,L1I stall (% cycles),4.36113,809,9
agentic36,PHP,php-cs-fixer-8064,L1D-load MPKI,5.0267,814,9
agentic36,PHP,php-cs-fixer-8064,L2-load MPKI,0.627388,814,9
agentic36,PHP,php-cs-fixer-8064,LLC MPKI,0.216905,814,9
agentic36,PHP,php-cs-fixer-8064,L1D miss rate (%),2.09052,814,9
agentic36,PHP,php-cs-fixer-8064,L2-load miss rate (%),12.4811,814,9
agentic36,PHP,php-cs-fixer-8064,LLC miss rate (%),34.5727,814,9
agentic36,PHP,php-cs-fixer-8064,DRAM read (GB/s),0.877814,823,9
agentic36,PHP,php-cs-fixer-8064,Context switches (/CPU-s),553.605,823,9
agentic36,PHP,carbon-2752,IPC,2.30315,4329,9
agentic36,PHP,carbon-2752,Branch MPKI,2.15267,549,9
agentic36,PHP,carbon-2752,Branch-direction MPKI,1.43529,540,9
agentic36,PHP,carbon-2752,BTB MPKI (BAClears),0.428202,540,9
agentic36,PHP,carbon-2752,uop-cache (DSB) MPKI,39.1776,540,9
agentic36,PHP,carbon-2752,DSB coverage (%),70.8484,539,9
agentic36,PHP,carbon-2752,L1I MPKI (code-read),13.0245,538,9
agentic36,PHP,carbon-2752,L1I stall (% cycles),6.07924,538,9
agentic36,PHP,carbon-2752,L1D-load MPKI,5.38317,540,9
agentic36,PHP,carbon-2752,L2-load MPKI,0.512293,540,9
agentic36,PHP,carbon-2752,LLC MPKI,0.273055,540,9
agentic36,PHP,carbon-2752,L1D miss rate (%),2.147,540,9
agentic36,PHP,carbon-2752,L2-load miss rate (%),9.51657,540,9
agentic36,PHP,carbon-2752,LLC miss rate (%),53.3006,540,9
agentic36,PHP,carbon-2752,DRAM read (GB/s),0.32513,538,9
agentic36,PHP,carbon-2752,Context switches (/CPU-s),1028.56,549,9
agentic36,Ruby,jekyll-8167,IPC,2.14061,3168,9
agentic36,Ruby,jekyll-8167,Branch MPKI,2.68986,400,9
agentic36,Ruby,jekyll-8167,Branch-direction MPKI,2.1316,393,9
agentic36,Ruby,jekyll-8167,BTB MPKI (BAClears),0.404506,393,9
agentic36,Ruby,jekyll-8167,uop-cache (DSB) MPKI,50.839,393,9
agentic36,Ruby,jekyll-8167,DSB coverage (%),66.0619,395,9
agentic36,Ruby,jekyll-8167,L1I MPKI (code-read),15.5576,392,9
agentic36,Ruby,jekyll-8167,L1I stall (% cycles),6.79398,392,9
agentic36,Ruby,jekyll-8167,L1D-load MPKI,4.23908,394,9
agentic36,Ruby,jekyll-8167,L2-load MPKI,0.601245,394,9
agentic36,Ruby,jekyll-8167,LLC MPKI,0.204434,394,9
agentic36,Ruby,jekyll-8167,L1D miss rate (%),1.66802,394,9
agentic36,Ruby,jekyll-8167,L2-load miss rate (%),14.1834,394,9
agentic36,Ruby,jekyll-8167,LLC miss rate (%),34.0018,394,9
agentic36,Ruby,jekyll-8167,DRAM read (GB/s),0.791598,401,9
agentic36,Ruby,jekyll-8167,Context switches (/CPU-s),758.652,402,9
agentic36,Ruby,fluentd-3328,IPC,2.25834,29282,9
agentic36,Ruby,fluentd-3328,Branch MPKI,2.48513,3716,9
agentic36,Ruby,fluentd-3328,Branch-direction MPKI,2.06195,3624,9
agentic36,Ruby,fluentd-3328,BTB MPKI (BAClears),0.336015,3624,9
agentic36,Ruby,fluentd-3328,uop-cache (DSB) MPKI,34.1446,3624,9
agentic36,Ruby,fluentd-3328,DSB coverage (%),73.8367,3641,9
agentic36,Ruby,fluentd-3328,L1I MPKI (code-read),10.3142,3633,9
agentic36,Ruby,fluentd-3328,L1I stall (% cycles),5.6093,3633,9
agentic36,Ruby,fluentd-3328,L1D-load MPKI,3.38142,3642,9
agentic36,Ruby,fluentd-3328,L2-load MPKI,0.745997,3642,9
agentic36,Ruby,fluentd-3328,LLC MPKI,0.266106,3642,9
agentic36,Ruby,fluentd-3328,L1D miss rate (%),1.51168,3642,9
agentic36,Ruby,fluentd-3328,L2-load miss rate (%),22.0617,3642,9
agentic36,Ruby,fluentd-3328,LLC miss rate (%),35.6713,3642,9
agentic36,Ruby,fluentd-3328,DRAM read (GB/s),0.175063,3689,9
agentic36,Ruby,fluentd-3328,Context switches (/CPU-s),507.803,3686,9
agentic36,Ruby,rubocop-13560,IPC,2.1659,8814,9
agentic36,Ruby,rubocop-13560,Branch MPKI,2.34261,1112,9
agentic36,Ruby,rubocop-13560,Branch-direction MPKI,1.89416,1087,9
agentic36,Ruby,rubocop-13560,BTB MPKI (BAClears),0.27713,1087,9
agentic36,Ruby,rubocop-13560,uop-cache (DSB) MPKI,35.8589,1087,9
agentic36,Ruby,rubocop-13560,DSB coverage (%),73.8952,1091,9
agentic36,Ruby,rubocop-13560,L1I MPKI (code-read),10.2363,1100,9
agentic36,Ruby,rubocop-13560,L1I stall (% cycles),4.89958,1100,9
agentic36,Ruby,rubocop-13560,L1D-load MPKI,3.84747,1093,9
agentic36,Ruby,rubocop-13560,L2-load MPKI,0.73902,1093,9
agentic36,Ruby,rubocop-13560,LLC MPKI,0.357206,1093,9
agentic36,Ruby,rubocop-13560,L1D miss rate (%),1.53699,1093,9
agentic36,Ruby,rubocop-13560,L2-load miss rate (%),19.208,1093,9
agentic36,Ruby,rubocop-13560,LLC miss rate (%),48.3351,1093,9
agentic36,Ruby,rubocop-13560,DRAM read (GB/s),0.959222,1120,9
agentic36,Ruby,rubocop-13560,Context switches (/CPU-s),171.489,1101,9
agentic36,Ruby,fastlane-20958,IPC,2.03415,3276,9
agentic36,Ruby,fastlane-20958,Branch MPKI,2.67871,412,9
agentic36,Ruby,fastlane-20958,Branch-direction MPKI,2.21899,407,9
agentic36,Ruby,fastlane-20958,BTB MPKI (BAClears),0.426099,407,9
agentic36,Ruby,fastlane-20958,uop-cache (DSB) MPKI,47.1435,407,9
agentic36,Ruby,fastlane-20958,DSB coverage (%),67.5427,408,9
agentic36,Ruby,fastlane-20958,L1I MPKI (code-read),14.5055,408,9
agentic36,Ruby,fastlane-20958,L1I stall (% cycles),6.07858,408,9
agentic36,Ruby,fastlane-20958,L1D-load MPKI,3.63998,407,9
agentic36,Ruby,fastlane-20958,L2-load MPKI,0.729417,407,9
agentic36,Ruby,fastlane-20958,LLC MPKI,0.213054,407,9
agentic36,Ruby,fastlane-20958,L1D miss rate (%),1.44803,407,9
agentic36,Ruby,fastlane-20958,L2-load miss rate (%),20.039,407,9
agentic36,Ruby,fastlane-20958,LLC miss rate (%),29.2088,407,9
agentic36,Ruby,fastlane-20958,DRAM read (GB/s),0.8506,412,9
agentic36,Ruby,fastlane-20958,Context switches (/CPU-s),666.36,414,9
agentic36,JavaScript,preact-3763,IPC,1.73077,3107,9
agentic36,JavaScript,preact-3763,Branch MPKI,4.48181,394,9
agentic36,JavaScript,preact-3763,Branch-direction MPKI,3.99535,384,9
agentic36,JavaScript,preact-3763,BTB MPKI (BAClears),1.28748,384,9
agentic36,JavaScript,preact-3763,uop-cache (DSB) MPKI,44.2269,384,9
agentic36,JavaScript,preact-3763,DSB coverage (%),69.8556,387,9
agentic36,JavaScript,preact-3763,L1I MPKI (code-read),16.6703,386,9
agentic36,JavaScript,preact-3763,L1I stall (% cycles),7.84682,386,9
agentic36,JavaScript,preact-3763,L1D-load MPKI,5.12735,387,9
agentic36,JavaScript,preact-3763,L2-load MPKI,0.398016,387,9
agentic36,JavaScript,preact-3763,LLC MPKI,0.12539,387,9
agentic36,JavaScript,preact-3763,L1D miss rate (%),1.93493,387,9
agentic36,JavaScript,preact-3763,L2-load miss rate (%),7.76262,387,9
agentic36,JavaScript,preact-3763,LLC miss rate (%),31.5037,387,9
agentic36,JavaScript,preact-3763,DRAM read (GB/s),1.17307,390,9
agentic36,JavaScript,preact-3763,Context switches (/CPU-s),2915.17,391,9
agentic36,JavaScript,babel-15649,IPC,1.82302,2132,9
agentic36,JavaScript,babel-15649,Branch MPKI,4.08872,282,9
agentic36,JavaScript,babel-15649,Branch-direction MPKI,3.54572,264,9
agentic36,JavaScript,babel-15649,BTB MPKI (BAClears),1.2312,264,9
agentic36,JavaScript,babel-15649,uop-cache (DSB) MPKI,48.6276,264,9
agentic36,JavaScript,babel-15649,DSB coverage (%),67.2631,263,9
agentic36,JavaScript,babel-15649,L1I MPKI (code-read),17.8509,263,9
agentic36,JavaScript,babel-15649,L1I stall (% cycles),7.26044,263,9
agentic36,JavaScript,babel-15649,L1D-load MPKI,4.5531,264,9
agentic36,JavaScript,babel-15649,L2-load MPKI,0.380254,264,9
agentic36,JavaScript,babel-15649,LLC MPKI,0.157167,264,9
agentic36,JavaScript,babel-15649,L1D miss rate (%),1.67856,264,9
agentic36,JavaScript,babel-15649,L2-load miss rate (%),8.35154,264,9
agentic36,JavaScript,babel-15649,LLC miss rate (%),41.332,264,9
agentic36,JavaScript,babel-15649,DRAM read (GB/s),0.785794,266,9
agentic36,JavaScript,babel-15649,Context switches (/CPU-s),1599.98,268,9
agentic36,JavaScript,axios-5892,IPC,1.9277,15209,9
agentic36,JavaScript,axios-5892,Branch MPKI,3.97983,1909,9
agentic36,JavaScript,axios-5892,Branch-direction MPKI,3.41411,1892,9
agentic36,JavaScript,axios-5892,BTB MPKI (BAClears),1.03393,1892,9
agentic36,JavaScript,axios-5892,uop-cache (DSB) MPKI,36.275,1892,9
agentic36,JavaScript,axios-5892,DSB coverage (%),72.6255,1895,9
agentic36,JavaScript,axios-5892,L1I MPKI (code-read),14.0073,1891,9
agentic36,JavaScript,axios-5892,L1I stall (% cycles),7.0239,1891,9
agentic36,JavaScript,axios-5892,L1D-load MPKI,3.80739,1891,9
agentic36,JavaScript,axios-5892,L2-load MPKI,0.396032,1891,9
agentic36,JavaScript,axios-5892,LLC MPKI,0.148924,1891,9
agentic36,JavaScript,axios-5892,L1D miss rate (%),1.55357,1891,9
agentic36,JavaScript,axios-5892,L2-load miss rate (%),10.4017,1891,9
agentic36,JavaScript,axios-5892,LLC miss rate (%),37.6039,1891,9
agentic36,JavaScript,axios-5892,DRAM read (GB/s),0.10255,1915,9
agentic36,JavaScript,axios-5892,Context switches (/CPU-s),1332.04,1930,9
agentic36,JavaScript,three.js-26589,IPC,2.3511,4243,9
agentic36,JavaScript,three.js-26589,Branch MPKI,2.81859,531,9
agentic36,JavaScript,three.js-26589,Branch-direction MPKI,2.48664,528,9
agentic36,JavaScript,three.js-26589,BTB MPKI (BAClears),0.490332,528,9
agentic36,JavaScript,three.js-26589,uop-cache (DSB) MPKI,28.1806,528,9
agentic36,JavaScript,three.js-26589,DSB coverage (%),76.3223,528,9
agentic36,JavaScript,three.js-26589,L1I MPKI (code-read),8.15865,528,9
agentic36,JavaScript,three.js-26589,L1I stall (% cycles),4.65201,528,9
agentic36,JavaScript,three.js-26589,L1D-load MPKI,2.97545,529,9
agentic36,JavaScript,three.js-26589,L2-load MPKI,0.348688,529,9
agentic36,JavaScript,three.js-26589,LLC MPKI,0.180393,529,9
agentic36,JavaScript,three.js-26589,L1D miss rate (%),1.35498,529,9
agentic36,JavaScript,three.js-26589,L2-load miss rate (%),11.7188,529,9
agentic36,JavaScript,three.js-26589,LLC miss rate (%),51.7346,529,9
agentic36,JavaScript,three.js-26589,DRAM read (GB/s),0.570991,534,9
agentic36,JavaScript,three.js-26589,Context switches (/CPU-s),469.319,539,9
agentic36,TypeScript,core-11870,IPC,1.66639,3921,9
agentic36,TypeScript,core-11870,Branch MPKI,4.5864,491,9
agentic36,TypeScript,core-11870,Branch-direction MPKI,4.02009,488,9
agentic36,TypeScript,core-11870,BTB MPKI (BAClears),1.72727,488,9
agentic36,TypeScript,core-11870,uop-cache (DSB) MPKI,47.3609,488,9
agentic36,TypeScript,core-11870,DSB coverage (%),68.3263,488,9
agentic36,TypeScript,core-11870,L1I MPKI (code-read),19.4958,488,9
agentic36,TypeScript,core-11870,L1I stall (% cycles),8.98395,488,9
agentic36,TypeScript,core-11870,L1D-load MPKI,4.29731,490,9
agentic36,TypeScript,core-11870,L2-load MPKI,0.463937,490,9
agentic36,TypeScript,core-11870,LLC MPKI,0.129551,490,9
agentic36,TypeScript,core-11870,L1D miss rate (%),1.56515,490,9
agentic36,TypeScript,core-11870,L2-load miss rate (%),10.796,490,9
agentic36,TypeScript,core-11870,LLC miss rate (%),27.9243,490,9
agentic36,TypeScript,core-11870,DRAM read (GB/s),1.58912,494,9
agentic36,TypeScript,core-11870,Context switches (/CPU-s),3043.19,498,9
agentic36,TypeScript,docusaurus-9897,IPC,1.82599,3022,9
agentic36,TypeScript,docusaurus-9897,Branch MPKI,4.11158,377,9
agentic36,TypeScript,docusaurus-9897,Branch-direction MPKI,3.5789,376,9
agentic36,TypeScript,docusaurus-9897,BTB MPKI (BAClears),1.25605,376,9
agentic36,TypeScript,docusaurus-9897,uop-cache (DSB) MPKI,44.6852,376,9
agentic36,TypeScript,docusaurus-9897,DSB coverage (%),69.0371,377,9
agentic36,TypeScript,docusaurus-9897,L1I MPKI (code-read),16.9213,376,9
agentic36,TypeScript,docusaurus-9897,L1I stall (% cycles),7.41829,376,9
agentic36,TypeScript,docusaurus-9897,L1D-load MPKI,4.242,376,9
agentic36,TypeScript,docusaurus-9897,L2-load MPKI,0.425617,376,9
agentic36,TypeScript,docusaurus-9897,LLC MPKI,0.184357,376,9
agentic36,TypeScript,docusaurus-9897,L1D miss rate (%),1.64975,376,9
agentic36,TypeScript,docusaurus-9897,L2-load miss rate (%),10.0334,376,9
agentic36,TypeScript,docusaurus-9897,LLC miss rate (%),43.3154,376,9
agentic36,TypeScript,docusaurus-9897,DRAM read (GB/s),0.65886,381,9
agentic36,TypeScript,docusaurus-9897,Context switches (/CPU-s),2013.93,383,9
agentic36,TypeScript,immutable-js-2006,IPC,1.94389,9892,9
agentic36,TypeScript,immutable-js-2006,Branch MPKI,3.62457,1237,9
agentic36,TypeScript,immutable-js-2006,Branch-direction MPKI,3.26414,1228,9
agentic36,TypeScript,immutable-js-2006,BTB MPKI (BAClears),0.905072,1228,9
agentic36,TypeScript,immutable-js-2006,uop-cache (DSB) MPKI,36.5876,1228,9
agentic36,TypeScript,immutable-js-2006,DSB coverage (%),75.6474,1233,9
agentic36,TypeScript,immutable-js-2006,L1I MPKI (code-read),12.0263,1235,9
agentic36,TypeScript,immutable-js-2006,L1I stall (% cycles),6.13421,1235,9
agentic36,TypeScript,immutable-js-2006,L1D-load MPKI,3.62128,1232,9
agentic36,TypeScript,immutable-js-2006,L2-load MPKI,0.283424,1232,9
agentic36,TypeScript,immutable-js-2006,LLC MPKI,0.170219,1232,9
agentic36,TypeScript,immutable-js-2006,L1D miss rate (%),1.29177,1232,9
agentic36,TypeScript,immutable-js-2006,L2-load miss rate (%),7.82661,1232,9
agentic36,TypeScript,immutable-js-2006,LLC miss rate (%),60.0583,1232,9
agentic36,TypeScript,immutable-js-2006,DRAM read (GB/s),2.37019,1252,9
agentic36,TypeScript,immutable-js-2006,Context switches (/CPU-s),995.153,1248,9
agentic36,TypeScript,docusaurus-10130,IPC,1.85049,2536,9
agentic36,TypeScript,docusaurus-10130,Branch MPKI,4.07102,318,9
agentic36,TypeScript,docusaurus-10130,Branch-direction MPKI,3.49174,316,9
agentic36,TypeScript,docusaurus-10130,BTB MPKI (BAClears),1.26644,316,9
agentic36,TypeScript,docusaurus-10130,uop-cache (DSB) MPKI,49.5607,316,9
agentic36,TypeScript,docusaurus-10130,DSB coverage (%),66.644,315,9
agentic36,TypeScript,docusaurus-10130,L1I MPKI (code-read),18.4837,315,9
agentic36,TypeScript,docusaurus-10130,L1I stall (% cycles),7.38875,315,9
agentic36,TypeScript,docusaurus-10130,L1D-load MPKI,3.88104,317,9
agentic36,TypeScript,docusaurus-10130,L2-load MPKI,0.377822,317,9
agentic36,TypeScript,docusaurus-10130,LLC MPKI,0.144254,317,9
agentic36,TypeScript,docusaurus-10130,L1D miss rate (%),1.50814,317,9
agentic36,TypeScript,docusaurus-10130,L2-load miss rate (%),9.73507,317,9
agentic36,TypeScript,docusaurus-10130,LLC miss rate (%),38.1804,317,9
agentic36,TypeScript,docusaurus-10130,DRAM read (GB/s),0.613437,320,9
agentic36,TypeScript,docusaurus-10130,Context switches (/CPU-s),2883.52,320,9
dcperf,DCPerf,feedsim,IPC,1.82034,20083,9
dcperf,DCPerf,feedsim,Branch MPKI,4.68542,2522,9
dcperf,DCPerf,feedsim,Branch-direction MPKI,3.32435,2497,9
dcperf,DCPerf,feedsim,BTB MPKI (BAClears),1.4058,2497,9
dcperf,DCPerf,feedsim,uop-cache (DSB) MPKI,16.7911,2497,9
dcperf,DCPerf,feedsim,DSB coverage (%),82.4899,2500,9
dcperf,DCPerf,feedsim,L1I MPKI (code-read),5.66694,2497,9
dcperf,DCPerf,feedsim,L1I stall (% cycles),4.56616,2497,9
dcperf,DCPerf,feedsim,L1D-load MPKI,11.681,2502,9
dcperf,DCPerf,feedsim,L2-load MPKI,4.21672,2502,9
dcperf,DCPerf,feedsim,LLC MPKI,0.480402,2502,9
dcperf,DCPerf,feedsim,L1D miss rate (%),4.46076,2502,9
dcperf,DCPerf,feedsim,L2-load miss rate (%),36.0989,2502,9
dcperf,DCPerf,feedsim,LLC miss rate (%),11.3928,2502,9
dcperf,DCPerf,feedsim,DRAM read (GB/s),11.6652,2528,9
dcperf,DCPerf,feedsim,Context switches (/CPU-s),193.735,2559,9
dcperf,DCPerf,video_transcode,IPC,2.61859,12062,9
dcperf,DCPerf,video_transcode,Branch MPKI,2.27125,1512,9
dcperf,DCPerf,video_transcode,Branch-direction MPKI,2.1979,1500,9
dcperf,DCPerf,video_transcode,BTB MPKI (BAClears),0.0495314,1500,9
dcperf,DCPerf,video_transcode,uop-cache (DSB) MPKI,53.1667,1500,9
dcperf,DCPerf,video_transcode,DSB coverage (%),57.1115,1504,9
dcperf,DCPerf,video_transcode,L1I MPKI (code-read),11.8582,1501,9
dcperf,DCPerf,video_transcode,L1I stall (% cycles),2.78642,1501,9
dcperf,DCPerf,video_transcode,L1D-load MPKI,4.72091,1505,9
dcperf,DCPerf,video_transcode,L2-load MPKI,0.166607,1505,9
dcperf,DCPerf,video_transcode,LLC MPKI,0.0875112,1505,9
dcperf,DCPerf,video_transcode,L1D miss rate (%),1.87445,1505,9
dcperf,DCPerf,video_transcode,L2-load miss rate (%),3.52912,1505,9
dcperf,DCPerf,video_transcode,LLC miss rate (%),52.5257,1505,9
dcperf,DCPerf,video_transcode,DRAM read (GB/s),4.69406,1518,9
dcperf,DCPerf,video_transcode,Context switches (/CPU-s),319.859,1536,9
renaissance,Renaissance,finagle-chirper,IPC,1.93002,12109,9
renaissance,Renaissance,finagle-chirper,Branch MPKI,1.33292,1525,9
renaissance,Renaissance,finagle-chirper,Branch-direction MPKI,1.10526,1504,9
renaissance,Renaissance,finagle-chirper,BTB MPKI (BAClears),0.722743,1504,9
renaissance,Renaissance,finagle-chirper,uop-cache (DSB) MPKI,51.7713,1504,9
renaissance,Renaissance,finagle-chirper,DSB coverage (%),60.193,1507,9
renaissance,Renaissance,finagle-chirper,L1I MPKI (code-read),25.4967,1504,9
renaissance,Renaissance,finagle-chirper,L1I stall (% cycles),7.56233,1504,9
renaissance,Renaissance,finagle-chirper,L1D-load MPKI,8.99174,1508,9
renaissance,Renaissance,finagle-chirper,L2-load MPKI,0.540576,1508,9
renaissance,Renaissance,finagle-chirper,LLC MPKI,0.0732878,1508,9
renaissance,Renaissance,finagle-chirper,L1D miss rate (%),3.06009,1508,9
renaissance,Renaissance,finagle-chirper,L2-load miss rate (%),6.01191,1508,9
renaissance,Renaissance,finagle-chirper,LLC miss rate (%),13.5574,1508,9
renaissance,Renaissance,finagle-chirper,DRAM read (GB/s),7.67914,1524,9
renaissance,Renaissance,finagle-chirper,Context switches (/CPU-s),9278.1,1542,9
renaissance,Renaissance,finagle-http,IPC,1.42299,12152,9
renaissance,Renaissance,finagle-http,Branch MPKI,0.578506,1527,9
renaissance,Renaissance,finagle-http,Branch-direction MPKI,0.363886,1512,9
renaissance,Renaissance,finagle-http,BTB MPKI (BAClears),1.69826,1512,9
renaissance,Renaissance,finagle-http,uop-cache (DSB) MPKI,112.246,1512,9
renaissance,Renaissance,finagle-http,DSB coverage (%),14.424,1514,9
renaissance,Renaissance,finagle-http,L1I MPKI (code-read),52.2515,1513,9
renaissance,Renaissance,finagle-http,L1I stall (% cycles),8.32378,1513,9
renaissance,Renaissance,finagle-http,L1D-load MPKI,12.7143,1511,9
renaissance,Renaissance,finagle-http,L2-load MPKI,0.617536,1511,9
renaissance,Renaissance,finagle-http,LLC MPKI,0.0179786,1511,9
renaissance,Renaissance,finagle-http,L1D miss rate (%),4.3858,1511,9
renaissance,Renaissance,finagle-http,L2-load miss rate (%),4.85702,1511,9
renaissance,Renaissance,finagle-http,LLC miss rate (%),2.91135,1511,9
renaissance,Renaissance,finagle-http,DRAM read (GB/s),7.59444,1534,9
renaissance,Renaissance,finagle-http,Context switches (/CPU-s),40575.1,1544,9
renaissance,Renaissance,naive-bayes,IPC,3.27234,11955,9
renaissance,Renaissance,naive-bayes,Branch MPKI,0.422235,1514,9
renaissance,Renaissance,naive-bayes,Branch-direction MPKI,0.369037,1481,9
renaissance,Renaissance,naive-bayes,BTB MPKI (BAClears),0.0446065,1481,9
renaissance,Renaissance,naive-bayes,uop-cache (DSB) MPKI,9.84225,1481,9
renaissance,Renaissance,naive-bayes,DSB coverage (%),88.7361,1485,9
renaissance,Renaissance,naive-bayes,L1I MPKI (code-read),1.57829,1488,9
renaissance,Renaissance,naive-bayes,L1I stall (% cycles),1.02731,1488,9
renaissance,Renaissance,naive-bayes,L1D-load MPKI,1.06147,1486,9
renaissance,Renaissance,naive-bayes,L2-load MPKI,0.129054,1486,9
renaissance,Renaissance,naive-bayes,LLC MPKI,0.0924814,1486,9
renaissance,Renaissance,naive-bayes,L1D miss rate (%),0.335304,1486,9
renaissance,Renaissance,naive-bayes,L2-load miss rate (%),12.1581,1486,9
renaissance,Renaissance,naive-bayes,LLC miss rate (%),71.6611,1486,9
renaissance,Renaissance,naive-bayes,DRAM read (GB/s),9.94419,1509,9
renaissance,Renaissance,naive-bayes,Context switches (/CPU-s),817.338,1525,9
renaissance,Renaissance,neo4j-analytics,IPC,3.26488,12169,9
renaissance,Renaissance,neo4j-analytics,Branch MPKI,0.428322,1530,9
renaissance,Renaissance,neo4j-analytics,Branch-direction MPKI,0.417436,1513,9
renaissance,Renaissance,neo4j-analytics,BTB MPKI (BAClears),0.0200241,1513,9
renaissance,Renaissance,neo4j-analytics,uop-cache (DSB) MPKI,34.2717,1513,9
renaissance,Renaissance,neo4j-analytics,DSB coverage (%),68.1843,1514,9
renaissance,Renaissance,neo4j-analytics,L1I MPKI (code-read),5.43537,1513,9
renaissance,Renaissance,neo4j-analytics,L1I stall (% cycles),1.72663,1513,9
renaissance,Renaissance,neo4j-analytics,L1D-load MPKI,1.08681,1516,9
renaissance,Renaissance,neo4j-analytics,L2-load MPKI,0.29196,1516,9
renaissance,Renaissance,neo4j-analytics,LLC MPKI,0.13112,1516,9
renaissance,Renaissance,neo4j-analytics,L1D miss rate (%),0.385677,1516,9
renaissance,Renaissance,neo4j-analytics,L2-load miss rate (%),26.8639,1516,9
renaissance,Renaissance,neo4j-analytics,LLC miss rate (%),44.9101,1516,9
renaissance,Renaissance,neo4j-analytics,DRAM read (GB/s),2.22558,1532,9
renaissance,Renaissance,neo4j-analytics,Context switches (/CPU-s),620.683,1543,9
renaissance,Renaissance,page-rank,IPC,2.14935,12108,9
renaissance,Renaissance,page-rank,Branch MPKI,1.30639,1530,9
renaissance,Renaissance,page-rank,Branch-direction MPKI,1.29331,1503,9
renaissance,Renaissance,page-rank,BTB MPKI (BAClears),0.0344095,1503,9
renaissance,Renaissance,page-rank,uop-cache (DSB) MPKI,8.08369,1503,9
renaissance,Renaissance,page-rank,DSB coverage (%),94.695,1505,9
renaissance,Renaissance,page-rank,L1I MPKI (code-read),1.08717,1505,9
renaissance,Renaissance,page-rank,L1I stall (% cycles),0.565647,1505,9
renaissance,Renaissance,page-rank,L1D-load MPKI,1.93455,1506,9
renaissance,Renaissance,page-rank,L2-load MPKI,0.690302,1506,9
renaissance,Renaissance,page-rank,LLC MPKI,0.386699,1506,9
renaissance,Renaissance,page-rank,L1D miss rate (%),0.634002,1506,9
renaissance,Renaissance,page-rank,L2-load miss rate (%),35.6827,1506,9
renaissance,Renaissance,page-rank,LLC miss rate (%),56.0188,1506,9
renaissance,Renaissance,page-rank,DRAM read (GB/s),5.71719,1526,9
renaissance,Renaissance,page-rank,Context switches (/CPU-s),227.444,1541,9
dacapo,DaCapo,cassandra,IPC,1.04636,12177,9
dacapo,DaCapo,cassandra,Branch MPKI,1.67897,1537,9
dacapo,DaCapo,cassandra,Branch-direction MPKI,1.37104,1504,9
dacapo,DaCapo,cassandra,BTB MPKI (BAClears),1.73815,1504,9
dacapo,DaCapo,cassandra,uop-cache (DSB) MPKI,101.446,1504,9
dacapo,DaCapo,cassandra,DSB coverage (%),20.7721,1516,9
dacapo,DaCapo,cassandra,L1I MPKI (code-read),61.9095,1514,9
dacapo,DaCapo,cassandra,L1I stall (% cycles),7.82991,1514,9
dacapo,DaCapo,cassandra,L1D-load MPKI,11.7855,1517,9
dacapo,DaCapo,cassandra,L2-load MPKI,0.789816,1517,9
dacapo,DaCapo,cassandra,LLC MPKI,0.129011,1517,9
dacapo,DaCapo,cassandra,L1D miss rate (%),4.54302,1517,9
dacapo,DaCapo,cassandra,L2-load miss rate (%),6.7016,1517,9
dacapo,DaCapo,cassandra,LLC miss rate (%),16.3343,1517,9
dacapo,DaCapo,cassandra,DRAM read (GB/s),2.00887,1535,9
dacapo,DaCapo,cassandra,Context switches (/CPU-s),47126.6,1548,9
dacapo,DaCapo,kafka,IPC,1.42219,12134,9
dacapo,DaCapo,kafka,Branch MPKI,1.88654,1540,9
dacapo,DaCapo,kafka,Branch-direction MPKI,1.64459,1509,9
dacapo,DaCapo,kafka,BTB MPKI (BAClears),0.361436,1509,9
